GCKDGN101A00AO 	 0.383276 	 other biological processes  
GCKDGN103F622B 	 0.364708 	 other metabolic processes 
GCKDGN103F62MY 	 0.373139 	 protein metabolism  
GCKDGN103F65EX 	 1.54238 	 other biological processes 
GCKDGN103F65HQ 	 0.695305 	 other biological processes 
GCKDGN103F660J 	 0.368901 	 RNA metabolism  
GCKDGN103F660J 	 0.368901 	 protein metabolism  
GCKDGN103F662K 	 0.273382 	 RNA metabolism  
GCKDGN103F662K 	 0.273382 	 cell organization and biogenesis
GCKDGN103F67FQ 	 0.248503 	 other metabolic processes 
GCKDGN103F67YX 	 0.727495 	 other biological processes 
GCKDGN103F67YX 	 0.727495 	 signal transduction  
GCKDGN103F68KZ 	 0.228949 	 other metabolic processes 
GCKDGN103F6900 	 0.966542 	 other biological processes 
GCKDGN103F6900 	 0.966542 	 stress response  
GCKDGN103F6EUI 	 0.60315 	 other metabolic processes 
GCKDGN103F6FP6 	 0.961001 	 other biological processes 
GCKDGN103F6FP6 	 0.961001 	 stress response  
GCKDGN103F6GJP 	 1.12407 	 stress response  
GCKDGN103F6HJ3 	 0.818117 	 other metabolic processes 
GCKDGN103F6IG9 	 0.898596 	 cell organization and biogenesis
GCKDGN103F6JLW 	 1.02731 	 other biological processes 
GCKDGN103F6JLW 	 1.02731 	 other metabolic processes 
GCKDGN103F6LXU 	 0.193381 	 signal transduction  
GCKDGN103F6M2T 	 0.40658 	 transport   
GCKDGN103F6N3S 	 1.18758 	 signal transduction  
GCKDGN103F6N3S 	 1.18758 	 stress response  
GCKDGN103F6NYB 	 0.801686 	 cell cycle and proliferation
GCKDGN103F6NYB 	 0.801686 	 other biological processes 
GCKDGN103F6O60 	 0.396253 	 other biological processes 
GCKDGN103F6O60 	 0.396253 	 other metabolic processes 
GCKDGN103F6Q95 	 0.368078 	 RNA metabolism  
GCKDGN103F6QCT 	 0.855608 	 other metabolic processes 
GCKDGN103F6RBE 	 1.07669 	 RNA metabolism  
GCKDGN103F6RBE 	 1.07669 	 developmental processes  
GCKDGN103F6RBE 	 1.07669 	 other biological processes 
GCKDGN103F6RBE 	 1.07669 	 signal transduction  
GCKDGN103F6RBV 	 0.885275 	 other metabolic processes 
GCKDGN103F6RFL 	 0.571198 	 DNA metabolism  
GCKDGN103F6RFL 	 0.571198 	 stress response  
GCKDGN103F6T1W 	 0.97127 	 RNA metabolism  
GCKDGN103F6T1W 	 0.97127 	 protein metabolism  
GCKDGN103F6T7M 	 0.644476 	 DNA metabolism  
GCKDGN103F6T7M 	 0.644476 	 other biological processes 
GCKDGN103F6T7M 	 0.644476 	 stress response  
GCKDGN103F6UNV 	 0.251377 	 cell cycle and proliferation
GCKDGN103F6UNV 	 0.251377 	 other biological processes 
GCKDGN103F6UNV 	 0.251377 	 other metabolic processes 
GCKDGN103F6UNV 	 0.251377 	 signal transduction  
GCKDGN103F6VKH 	 0.437504 	 cell organization and biogenesis
GCKDGN103F6VKH 	 0.437504 	 developmental processes  
GCKDGN103F6VKH 	 0.437504 	 other biological processes 
GCKDGN103F6Y03 	 0.516349 	 other metabolic processes 
GCKDGN103F6Y25 	 0.851598 	 death   
GCKDGN103F6Y25 	 0.851598 	 transport   
GCKDGN103F6Y2Q 	 0.792997 	 other metabolic processes 
GCKDGN103F6Y2Q 	 0.792997 	 transport   
GCKDGN103F6Y81 	 0.360569 	 other biological processes 
GCKDGN103F6Y81 	 0.360569 	 other metabolic processes 
GCKDGN103F6YP3 	 0.737154 	 other biological processes 
GCKDGN103F72AD 	 0.771927 	 cell adhesion  
GCKDGN103F72LB 	 0.815562 	 cell-cell signaling  
GCKDGN103F72LB 	 0.815562 	 developmental processes  
GCKDGN103F72LB 	 0.815562 	 other biological processes 
GCKDGN103F72LB 	 0.815562 	 protein metabolism  
GCKDGN103F73HB 	 0.264236 	 RNA metabolism  
GCKDGN103F75ET 	 0.866692 	 other metabolic processes 
GCKDGN103F77QE 	 0.471703 	 other biological processes 
GCKDGN103F77WI 	 0.353629 	 transport   
GCKDGN103F78KC 	 0.595501 	 developmental processes  
GCKDGN103F78KC 	 0.595501 	 other biological processes 
GCKDGN103F7BDU 	 0.811128 	 transport   
GCKDGN103F7BZY 	 0.294344 	 cell cycle and proliferation
GCKDGN103F7BZY 	 0.294344 	 developmental processes  
GCKDGN103F7BZY 	 0.294344 	 signal transduction  
GCKDGN103F7C8A 	 1.17472 	 signal transduction  
GCKDGN103F7GU6 	 0.805961 	 other metabolic processes 
GCKDGN103F7IRG 	 0.895015 	 cell organization and biogenesis
GCKDGN103F7IRG 	 0.895015 	 developmental processes  
GCKDGN103F7IRG 	 0.895015 	 other biological processes 
GCKDGN103F7IRG 	 0.895015 	 other metabolic processes 
GCKDGN103F7J1L 	 0.874828 	 signal transduction  
GCKDGN103F7K8K 	 1.09015 	 cell organization and biogenesis
GCKDGN103F7K8K 	 1.09015 	 developmental processes  
GCKDGN103F7K8K 	 1.09015 	 signal transduction  
GCKDGN103F7K8K 	 1.09015 	 transport   
GCKDGN103F7KLK 	 0.0839305 	 other metabolic processes 
GCKDGN103F7MU1 	 1.25676 	 other metabolic processes 
GCKDGN103F7MUU 	 1.03768 	 RNA metabolism  
GCKDGN103F7MUU 	 1.03768 	 cell cycle and proliferation
GCKDGN103F7MUU 	 1.03768 	 cell organization and biogenesis
GCKDGN103F7MUU 	 1.03768 	 developmental processes  
GCKDGN103F7MUU 	 1.03768 	 other biological processes 
GCKDGN103F7MUU 	 1.03768 	 protein metabolism  
GCKDGN103F7MUU 	 1.03768 	 signal transduction  
GCKDGN103F7MUU 	 1.03768 	 stress response  
GCKDGN103F7N7B 	 0.448121 	 DNA metabolism  
GCKDGN103F7NRH 	 0.825434 	 cell organization and biogenesis
GCKDGN103F7NRH 	 0.825434 	 other biological processes 
GCKDGN103F7NRH 	 0.825434 	 signal transduction  
GCKDGN103F7NRH 	 0.825434 	 stress response  
GCKDGN103F7PL5 	 0.774939 	 DNA metabolism  
GCKDGN103F7PL5 	 0.774939 	 cell organization and biogenesis
GCKDGN103F7PL5 	 0.774939 	 other biological processes 
GCKDGN103F7PL5 	 0.774939 	 protein metabolism  
GCKDGN103F7PL5 	 0.774939 	 stress response  
GCKDGN103F7Q6E 	 1.02923 	 DNA metabolism  
GCKDGN103F7Q6E 	 1.02923 	 RNA metabolism  
GCKDGN103F7Q6E 	 1.02923 	 cell cycle and proliferation
GCKDGN103F7Q6E 	 1.02923 	 cell organization and biogenesis
GCKDGN103F7Q6E 	 1.02923 	 developmental processes  
GCKDGN103F7R3I 	 0.86054 	 cell cycle and proliferation
GCKDGN103F7R3I 	 0.86054 	 cell-cell signaling  
GCKDGN103F7R3I 	 0.86054 	 developmental processes  
GCKDGN103F7R3I 	 0.86054 	 other biological processes 
GCKDGN103F7R3I 	 0.86054 	 other metabolic processes 
GCKDGN103F7R3I 	 0.86054 	 signal transduction  
GCKDGN103F7R3I 	 0.86054 	 transport   
GCKDGN103F7S2W 	 0.371617 	 other metabolic processes 
GCKDGN103F7TJZ 	 1.17751 	 other metabolic processes 
GCKDGN103F7UJ6 	 0.288435 	 other metabolic processes 
GCKDGN103F7UJ6 	 0.288435 	 protein metabolism  
GCKDGN103F7UJ6 	 0.288435 	 signal transduction  
GCKDGN103F7UK6 	 1.01124 	 other metabolic processes 
GCKDGN103F7UK6 	 1.01124 	 transport   
GCKDGN103F7UN9 	 0.507198 	 other metabolic processes 
GCKDGN103F7UN9 	 0.507198 	 transport   
GCKDGN103F7XTL 	 0.401965 	 other biological processes 
GCKDGN103F7Z2O 	 0.196909 	 RNA metabolism  
GCKDGN103F7ZM2 	 1.16532 	 other metabolic processes 
GCKDGN103F82PG 	 0.508391 	 cell cycle and proliferation
GCKDGN103F82PG 	 0.508391 	 cell organization and biogenesis
GCKDGN103F82PG 	 0.508391 	 death   
GCKDGN103F82PG 	 0.508391 	 other biological processes 
GCKDGN103F861H 	 0.792637 	 RNA metabolism  
GCKDGN103F861H 	 0.792637 	 protein metabolism  
GCKDGN103F88U1 	 0.227444 	 other metabolic processes 
GCKDGN103F8CDM 	 1.34924 	 RNA metabolism  
GCKDGN103F8CDM 	 1.34924 	 protein metabolism  
GCKDGN103F8F35 	 0.545466 	 death   
GCKDGN103F8GPV 	 0.387044 	 RNA metabolism  
GCKDGN103F8GPV 	 0.387044 	 cell organization and biogenesis
GCKDGN103F8LLP 	 0.630586 	 other metabolic processes 
GCKDGN103F8M5T 	 1.25372 	 other biological processes 
GCKDGN103F8M5T 	 1.25372 	 signal transduction  
GCKDGN103F8MQ3 	 0.769769 	 RNA metabolism  
GCKDGN103F8MQ3 	 0.769769 	 protein metabolism  
GCKDGN103F8OW8 	 0.797575 	 protein metabolism  
GCKDGN103F8PFN 	 0.463461 	 cell cycle and proliferation
GCKDGN103F8PFN 	 0.463461 	 cell organization and biogenesis
GCKDGN103F8PFN 	 0.463461 	 other biological processes 
GCKDGN103F8QGF 	 0.869688 	 protein metabolism  
GCKDGN103F8QIW 	 0.522652 	 other metabolic processes 
GCKDGN103F8TQG 	 0.193941 	 other metabolic processes 
GCKDGN103F8VF8 	 1.03039 	 RNA metabolism  
GCKDGN103F8VF8 	 1.03039 	 developmental processes  
GCKDGN103F8VF8 	 1.03039 	 other biological processes 
GCKDGN103F8VF8 	 1.03039 	 other metabolic processes 
GCKDGN103F8VWS 	 0.729466 	 other metabolic processes 
GCKDGN103F8VWS 	 0.729466 	 signal transduction  
GCKDGN103F8WEI 	 0.613741 	 RNA metabolism  
GCKDGN103F8WEI 	 0.613741 	 protein metabolism  
GCKDGN103F8X33 	 1.00008 	 RNA metabolism  
GCKDGN103F8X33 	 1.00008 	 other metabolic processes 
GCKDGN103F8X4G 	 0.623756 	 other metabolic processes 
GCKDGN103F8Y96 	 0.946706 	 protein metabolism  
GCKDGN103F8YYM 	 1.42892 	 signal transduction  
GCKDGN103F8ZWA 	 0.181832 	 RNA metabolism  
GCKDGN103F8ZWA 	 0.181832 	 other biological processes 
GCKDGN103F8ZWA 	 0.181832 	 other metabolic processes 
GCKDGN103F8ZWA 	 0.181832 	 protein metabolism  
GCKDGN103F919Q 	 1.2232 	 other metabolic processes 
GCKDGN103F91X6 	 0.829644 	 death   
GCKDGN103F91X6 	 0.829644 	 developmental processes  
GCKDGN103F96CT 	 0.807748 	 developmental processes  
GCKDGN103F96CT 	 0.807748 	 signal transduction  
GCKDGN103F989P 	 1.04925 	 other metabolic processes 
GCKDGN103F9AV3 	 0.548174 	 other biological processes 
GCKDGN103F9CP2 	 0.417355 	 protein metabolism  
GCKDGN103F9EJZ 	 0.72906 	 other metabolic processes 
GCKDGN103F9FCK 	 0.428929 	 cell adhesion  
GCKDGN103F9FCK 	 0.428929 	 developmental processes  
GCKDGN103F9G6X 	 0.911562 	 other biological processes 
GCKDGN103F9HA8 	 0.800063 	 cell cycle and proliferation
GCKDGN103F9HA8 	 0.800063 	 cell organization and biogenesis
GCKDGN103F9HA8 	 0.800063 	 other biological processes 
GCKDGN103F9HA8 	 0.800063 	 other metabolic processes 
GCKDGN103F9KLA 	 0.950746 	 cell organization and biogenesis
GCKDGN103F9KLA 	 0.950746 	 cell-cell signaling  
GCKDGN103F9KLA 	 0.950746 	 developmental processes  
GCKDGN103F9KLA 	 0.950746 	 other biological processes 
GCKDGN103F9KLA 	 0.950746 	 other metabolic processes 
GCKDGN103F9KLA 	 0.950746 	 protein metabolism  
GCKDGN103F9KLA 	 0.950746 	 signal transduction  
GCKDGN103F9LU4 	 0.337282 	 protein metabolism  
GCKDGN103F9LWX 	 0.627228 	 developmental processes  
GCKDGN103F9N7G 	 0.298298 	 protein metabolism  
GCKDGN103F9NMT 	 0.346156 	 other biological processes 
GCKDGN103F9NNV 	 0.728255 	 signal transduction  
GCKDGN103F9NNV 	 0.728255 	 transport   
GCKDGN103F9NUA 	 0.987916 	 other metabolic processes 
GCKDGN103F9ONJ 	 0.340886 	 DNA metabolism  
GCKDGN103F9Q2D 	 0.209044 	 other biological processes 
GCKDGN103F9Q2D 	 0.209044 	 other metabolic processes 
GCKDGN103F9R82 	 0.603714 	 other biological processes 
GCKDGN103F9R82 	 0.603714 	 signal transduction  
GCKDGN103F9U0A 	 1.44294 	 transport   
GCKDGN103F9VRI 	 0.751726 	 protein metabolism  
GCKDGN103FL0HI 	 0.503445 	 cell organization and biogenesis
GCKDGN103FL0HI 	 0.503445 	 cell-cell signaling  
GCKDGN103FL0HI 	 0.503445 	 protein metabolism  
GCKDGN103FL0HI 	 0.503445 	 transport   
GCKDGN103FL1FX 	 0.271808 	 cell organization and biogenesis
GCKDGN103FL1FX 	 0.271808 	 other biological processes 
GCKDGN103FL1FX 	 0.271808 	 other metabolic processes 
GCKDGN103FL1FX 	 0.271808 	 protein metabolism  
GCKDGN103FL1N0 	 0.765372 	 cell cycle and proliferation
GCKDGN103FL1N0 	 0.765372 	 cell organization and biogenesis
GCKDGN103FL1N0 	 0.765372 	 other biological processes 
GCKDGN103FL1N0 	 0.765372 	 other metabolic processes 
GCKDGN103FL1N0 	 0.765372 	 protein metabolism  
GCKDGN103FL2H9 	 1.10685 	 cell adhesion  
GCKDGN103FL2IH 	 0.471577 	 transport   
GCKDGN103FL4MK 	 0.202382 	 DNA metabolism  
GCKDGN103FL4MK 	 0.202382 	 cell cycle and proliferation
GCKDGN103FL4MK 	 0.202382 	 cell organization and biogenesis
GCKDGN103FL6FD 	 0.601239 	 cell adhesion  
GCKDGN103FL6FD 	 0.601239 	 cell organization and biogenesis
GCKDGN103FL6FD 	 0.601239 	 developmental processes  
GCKDGN103FL6FD 	 0.601239 	 other biological processes 
GCKDGN103FL6FD 	 0.601239 	 signal transduction  
GCKDGN103FL7ON 	 0.173018 	 other biological processes 
GCKDGN103FL7VY 	 0.824181 	 DNA metabolism  
GCKDGN103FL7VY 	 0.824181 	 stress response  
GCKDGN103FL9WH 	 0.395354 	 cell cycle and proliferation
GCKDGN103FL9WH 	 0.395354 	 cell organization and biogenesis
GCKDGN103FL9WH 	 0.395354 	 other biological processes 
GCKDGN103FLPQI 	 0.415116 	 other metabolic processes 
GCKDGN103FLQ2D 	 0.121169 	 cell cycle and proliferation
GCKDGN103FLQ2D 	 0.121169 	 cell organization and biogenesis
GCKDGN103FLQ2D 	 0.121169 	 other biological processes 
GCKDGN103FLQBH 	 0.756129 	 other biological processes 
GCKDGN103FLQBH 	 0.756129 	 other metabolic processes 
GCKDGN103FLQWE 	 0.441802 	 RNA metabolism  
GCKDGN103FLRWG 	 0.486125 	 other metabolic processes 
GCKDGN103FLRWG 	 0.486125 	 protein metabolism  
GCKDGN103FLRWG 	 0.486125 	 signal transduction  
GCKDGN103FLRWZ 	 0.776318 	 cell adhesion  
GCKDGN103FLRWZ 	 0.776318 	 cell-cell signaling  
GCKDGN103FLRWZ 	 0.776318 	 developmental processes  
GCKDGN103FLRWZ 	 0.776318 	 other biological processes 
GCKDGN103FLRWZ 	 0.776318 	 protein metabolism  
GCKDGN103FLRWZ 	 0.776318 	 signal transduction  
GCKDGN103FLTMG 	 1.39735 	 developmental processes  
GCKDGN103FLTMG 	 1.39735 	 other metabolic processes 
GCKDGN103FLV1B 	 0.693267 	 RNA metabolism  
GCKDGN103FLV1B 	 0.693267 	 other metabolic processes 
GCKDGN103FLV1B 	 0.693267 	 protein metabolism  
GCKDGN103FLV1B 	 0.693267 	 transport   
GCKDGN103FLV7H 	 0.48523 	 other biological processes 
GCKDGN103FLWEW 	 0.845558 	 other biological processes 
GCKDGN103FLWEW 	 0.845558 	 other metabolic processes 
GCKDGN103FM03A 	 0.293805 	 DNA metabolism  
GCKDGN103FM03A 	 0.293805 	 developmental processes  
GCKDGN103FM03A 	 0.293805 	 other biological processes 
GCKDGN103FM03A 	 0.293805 	 stress response  
GCKDGN103FM3HZ 	 0.570325 	 death   
GCKDGN103FM3HZ 	 0.570325 	 protein metabolism  
GCKDGN103FM4BT 	 0.314871 	 death   
GCKDGN103FM4BT 	 0.314871 	 other biological processes 
GCKDGN103FM4BT 	 0.314871 	 other metabolic processes 
GCKDGN103FM4BT 	 0.314871 	 transport   
GCKDGN103FM55E 	 1.03318 	 protein metabolism  
GCKDGN103FM6N0 	 0.21336 	 cell organization and biogenesis
GCKDGN103FM6YA 	 1.06755 	 other metabolic processes 
GCKDGN103FM6YA 	 1.06755 	 transport   
GCKDGN103FM7JH 	 0.350736 	 RNA metabolism  
GCKDGN103FM7JH 	 0.350736 	 cell organization and biogenesis
GCKDGN103FM7JH 	 0.350736 	 developmental processes  
GCKDGN103FM7JS 	 0 	 RNA metabolism  
GCKDGN103FM7JS 	 0 	 protein metabolism  
GCKDGN103FM8G7 	 0.473689 	 cell organization and biogenesis
GCKDGN103FM8G7 	 0.473689 	 other biological processes 
GCKDGN103FMA40 	 0.219531 	 other biological processes 
GCKDGN103FMA40 	 0.219531 	 signal transduction  
GCKDGN103FMD08 	 0.360502 	 other biological processes 
GCKDGN103FMD1C 	 0.9389 	 other biological processes 
GCKDGN103FMD1C 	 0.9389 	 other metabolic processes 
GCKDGN103FMD1C 	 0.9389 	 stress response  
GCKDGN103FMDQH 	 0.593755 	 protein metabolism  
GCKDGN103FMDQH 	 0.593755 	 signal transduction  
GCKDGN103FMECO 	 0.591634 	 cell cycle and proliferation
GCKDGN103FMECO 	 0.591634 	 transport   
GCKDGN103FMEIN 	 0.91383 	 other biological processes 
GCKDGN103FMEIN 	 0.91383 	 signal transduction  
GCKDGN103FMF1F 	 0.317032 	 protein metabolism  
GCKDGN103FMFFQ 	 1.16113 	 other metabolic processes 
GCKDGN103FMGBJ 	 0.588614 	 other biological processes 
GCKDGN103FMGBJ 	 0.588614 	 other metabolic processes 
GCKDGN103FMGBJ 	 0.588614 	 stress response  
GCKDGN103FMGBJ 	 0.588614 	 transport   
GCKDGN103FMN61 	 0.307339 	 RNA metabolism  
GCKDGN103FMN61 	 0.307339 	 other metabolic processes 
GCKDGN103FMQIB 	 0.527477 	 RNA metabolism  
GCKDGN103FMQIB 	 0.527477 	 other biological processes 
GCKDGN103FMQIB 	 0.527477 	 transport   
GCKDGN103FMQT6 	 1.03802 	 transport   
GCKDGN103FMSMD 	 1.01259 	 DNA metabolism  
GCKDGN103FMSMD 	 1.01259 	 stress response  
GCKDGN103FMU9O 	 1.17034 	 RNA metabolism  
GCKDGN103FMU9V 	 0.383302 	 cell organization and biogenesis
GCKDGN103FMU9V 	 0.383302 	 other metabolic processes 
GCKDGN103FMU9V 	 0.383302 	 signal transduction  
GCKDGN103FMU9V 	 0.383302 	 transport   
GCKDGN103FMVDE 	 0.672625 	 other metabolic processes 
GCKDGN103FMW2Y 	 0.772131 	 other metabolic processes 
GCKDGN103FMY7K 	 0.60709 	 other biological processes 
GCKDGN103FMY7K 	 0.60709 	 signal transduction  
GCKDGN103FMY7K 	 0.60709 	 stress response  
GCKDGN103FMYBR 	 0.400487 	 RNA metabolism  
GCKDGN103FMYBR 	 0.400487 	 cell cycle and proliferation
GCKDGN103FMYNG 	 0.777834 	 RNA metabolism  
GCKDGN103FMYNG 	 0.777834 	 other metabolic processes 
GCKDGN103FMYNG 	 0.777834 	 protein metabolism  
GCKDGN103FMYOU 	 1.15138 	 other metabolic processes 
GCKDGN103FMZ0V 	 0.379226 	 transport   
GCKDGN103FN2PV 	 0.646503 	 cell organization and biogenesis
GCKDGN103FN2PV 	 0.646503 	 transport   
GCKDGN103FN5HZ 	 0.208092 	 other metabolic processes 
GCKDGN103FN5X7 	 0.409347 	 death   
GCKDGN103FN5X7 	 0.409347 	 developmental processes  
GCKDGN103FN8C2 	 0.328656 	 other biological processes 
GCKDGN103FN8HO 	 0.539087 	 other metabolic processes 
GCKDGN103FN8HO 	 0.539087 	 transport   
GCKDGN103FN96S 	 0.261488 	 RNA metabolism  
GCKDGN103FN96S 	 0.261488 	 cell cycle and proliferation
GCKDGN103FN96S 	 0.261488 	 cell organization and biogenesis
GCKDGN103FN96S 	 0.261488 	 other metabolic processes 
GCKDGN103FN96S 	 0.261488 	 protein metabolism  
GCKDGN103FNAAV 	 0.313631 	 other metabolic processes 
GCKDGN103FNAX3 	 0.97369 	 DNA metabolism  
GCKDGN103FNAX3 	 0.97369 	 stress response  
GCKDGN103FNCHU 	 0.514365 	 other biological processes 
GCKDGN103FNCHU 	 0.514365 	 transport   
GCKDGN103FNHK9 	 1.07532 	 other metabolic processes 
GCKDGN103FNJ17 	 0.981133 	 cell organization and biogenesis
GCKDGN103FNJ17 	 0.981133 	 signal transduction  
GCKDGN103FNJS2 	 0.801472 	 other metabolic processes 
GCKDGN103FNJVE 	 0.226494 	 cell cycle and proliferation
GCKDGN103FNJVE 	 0.226494 	 developmental processes  
GCKDGN103FNJVE 	 0.226494 	 other biological processes 
GCKDGN103FNJVE 	 0.226494 	 stress response  
GCKDGN103FNK54 	 0.289114 	 other metabolic processes 
GCKDGN103FNLGD 	 0.887785 	 DNA metabolism  
GCKDGN103FNLGD 	 0.887785 	 protein metabolism  
GCKDGN103FNN21 	 0.424865 	 other biological processes 
GCKDGN103FNN6W 	 0.952416 	 other biological processes 
GCKDGN103FNN6W 	 0.952416 	 other metabolic processes 
GCKDGN103FNN6W 	 0.952416 	 stress response  
GCKDGN103FNN6W 	 0.952416 	 transport   
GCKDGN103FNNJJ 	 0.441762 	 cell cycle and proliferation
GCKDGN103FNNJJ 	 0.441762 	 developmental processes  
GCKDGN103FNNT8 	 0.347248 	 other metabolic processes 
GCKDGN103FNNT8 	 0.347248 	 protein metabolism  
GCKDGN103FNPYG 	 0.321064 	 other metabolic processes 
GCKDGN103FNQR3 	 0.593561 	 other metabolic processes 
GCKDGN103FNT40 	 0.429036 	 developmental processes  
GCKDGN103FNT40 	 0.429036 	 other biological processes 
GCKDGN103FNT40 	 0.429036 	 signal transduction  
GCKDGN103FNVQW 	 0 	 cell cycle and proliferation
GCKDGN103FNVQW 	 0 	 cell organization and biogenesis
GCKDGN103FNVQW 	 0 	 other biological processes 
GCKDGN103FNVQW 	 0 	 transport   
GCKDGN103FNXB0 	 0.69832 	 developmental processes  
GCKDGN103FNXB0 	 0.69832 	 transport   
GCKDGN103FO1J8 	 0.305906 	 other biological processes 
GCKDGN103FO25G 	 0.388636 	 DNA metabolism  
GCKDGN103FO25G 	 0.388636 	 stress response  
GCKDGN103FO46T 	 0.625021 	 other biological processes 
GCKDGN103FO46T 	 0.625021 	 protein metabolism  
GCKDGN103FO6VJ 	 0.654768 	 protein metabolism  
GCKDGN103FO7NB 	 0.761168 	 cell organization and biogenesis
GCKDGN103FO7NB 	 0.761168 	 developmental processes  
GCKDGN103FO7NB 	 0.761168 	 other biological processes 
GCKDGN103FO7NB 	 0.761168 	 transport   
GCKDGN103FO9IK 	 0.930712 	 signal transduction  
GCKDGN103FOC1J 	 1.16799 	 protein metabolism  
GCKDGN103FOCMJ 	 0.41819 	 RNA metabolism  
GCKDGN103FOCMJ 	 0.41819 	 cell organization and biogenesis
GCKDGN103FOCMJ 	 0.41819 	 other biological processes 
GCKDGN103FOCMJ 	 0.41819 	 other metabolic processes 
GCKDGN103FODR0 	 0.3623 	 other biological processes 
GCKDGN103FOEOV 	 0.540467 	 protein metabolism  
GCKDGN103FOEYP 	 0.646346 	 protein metabolism  
