gi|379072747|gb|JR970416.1| 	 0.557002	 transport
gi|379080987|gb|JR978656.1| 	 2.84165	 signal transduction
gi|379080988|gb|JR978657.1| 	 3.12265	 protein metabolism
gi|379080993|gb|JR978662.1| 	 1.17621	 signal transduction
gi|379080994|gb|JR978663.1| 	 0.90491	 death
gi|379080994|gb|JR978663.1| 	 0.90491	 developmental processes
gi|379080994|gb|JR978663.1| 	 0.90491	 other biological processes
gi|379080994|gb|JR978663.1| 	 0.90491	 other metabolic processes
gi|379080994|gb|JR978663.1| 	 0.90491	 protein metabolism
gi|379080994|gb|JR978663.1| 	 0.90491	 signal transduction
gi|379080994|gb|JR978663.1| 	 0.90491	 stress response
gi|379080997|gb|JR978666.1| 	 0.220172	 signal transduction
gi|379080998|gb|JR978667.1| 	 24.7304	 transport
gi|379080999|gb|JR978668.1| 	 6.50811	 other biological processes
gi|379080999|gb|JR978668.1| 	 6.50811	 transport
gi|379081002|gb|JR978671.1| 	 2.29776	 signal transduction
gi|379081003|gb|JR978672.1| 	 1.84674	 other metabolic processes
gi|379081006|gb|JR978675.1| 	 0.0480188	 death
gi|379081007|gb|JR978676.1| 	 0.0414684	 other biological processes
gi|379081007|gb|JR978676.1| 	 0.0414684	 protein metabolism
gi|379081007|gb|JR978676.1| 	 0.0414684	 signal transduction
gi|379081011|gb|JR978680.1| 	 0.0454386	 DNA metabolism
gi|379081011|gb|JR978680.1| 	 0.0454386	 cell cycle and proliferation
gi|379081011|gb|JR978680.1| 	 0.0454386	 cell organization and biogenesis
gi|379081011|gb|JR978680.1| 	 0.0454386	 stress response
gi|379081020|gb|JR978689.1| 	 6.10694	 other biological processes
gi|379081022|gb|JR978691.1| 	 8.7002	 other metabolic processes
gi|379081022|gb|JR978691.1| 	 8.7002	 stress response
gi|379081024|gb|JR978693.1| 	 2.76459	 other metabolic processes
gi|379081024|gb|JR978693.1| 	 2.76459	 protein metabolism
gi|379081025|gb|JR978694.1| 	 2.54322	 other metabolic processes
gi|379081026|gb|JR978695.1| 	 4.10795	 cell adhesion
gi|379081026|gb|JR978695.1| 	 4.10795	 stress response
gi|379081027|gb|JR978696.1| 	 1.315	 other metabolic processes
gi|379081027|gb|JR978696.1| 	 1.315	 transport
gi|379081036|gb|JR978705.1| 	 4.71691	 cell adhesion
gi|379081040|gb|JR978709.1| 	 2.06316	 other biological processes
gi|379081040|gb|JR978709.1| 	 2.06316	 other metabolic processes
gi|379081043|gb|JR978712.1| 	 0.0621259	 RNA metabolism
gi|379081043|gb|JR978712.1| 	 0.0621259	 other biological processes
gi|379081046|gb|JR978715.1| 	 0.283751	 cell organization and biogenesis
gi|379081046|gb|JR978715.1| 	 0.283751	 protein metabolism
gi|379081052|gb|JR978721.1| 	 2.41576	 other metabolic processes
gi|379081053|gb|JR978722.1| 	 5.83213	 DNA metabolism
gi|379081054|gb|JR978723.1| 	 0.572201	 other metabolic processes
gi|379081057|gb|JR978726.1| 	 0.399692	 other metabolic processes
gi|379081058|gb|JR978727.1| 	 0.556105	 transport
gi|379081059|gb|JR978728.1| 	 1.19597	 other biological processes
gi|379081059|gb|JR978728.1| 	 1.19597	 transport
gi|379081064|gb|JR978733.1| 	 0.693082	 protein metabolism
gi|379081065|gb|JR978734.1| 	 0.685589	 transport
gi|379081066|gb|JR978735.1| 	 0.392627	 RNA metabolism
gi|379081074|gb|JR978743.1| 	 1.47258	 cell cycle and proliferation
gi|379081074|gb|JR978743.1| 	 1.47258	 cell organization and biogenesis
gi|379081074|gb|JR978743.1| 	 1.47258	 developmental processes
gi|379081076|gb|JR978745.1| 	 1.51443	 cell cycle and proliferation
gi|379081076|gb|JR978745.1| 	 1.51443	 developmental processes
gi|379081076|gb|JR978745.1| 	 1.51443	 other biological processes
gi|379081076|gb|JR978745.1| 	 1.51443	 other metabolic processes
gi|379081076|gb|JR978745.1| 	 1.51443	 signal transduction
gi|379081076|gb|JR978745.1| 	 1.51443	 transport
gi|379081078|gb|JR978747.1| 	 1.85333	 cell cycle and proliferation
gi|379081078|gb|JR978747.1| 	 1.85333	 cell organization and biogenesis
gi|379081078|gb|JR978747.1| 	 1.85333	 developmental processes
gi|379081078|gb|JR978747.1| 	 1.85333	 other biological processes
gi|379081078|gb|JR978747.1| 	 1.85333	 transport
gi|379081088|gb|JR978757.1| 	 0.00925645	 RNA metabolism
gi|379081091|gb|JR978760.1| 	 0.0828115	 other metabolic processes
gi|379081094|gb|JR978763.1| 	 0.869863	 other biological processes
gi|379081094|gb|JR978763.1| 	 0.869863	 protein metabolism
gi|379081094|gb|JR978763.1| 	 0.869863	 signal transduction
gi|379081095|gb|JR978764.1| 	 6.96895	 RNA metabolism
gi|379081095|gb|JR978764.1| 	 6.96895	 other metabolic processes
gi|379081098|gb|JR978767.1| 	 0.623364	 RNA metabolism
gi|379081098|gb|JR978767.1| 	 0.623364	 cell organization and biogenesis
gi|379081099|gb|JR978768.1| 	 2.29903	 cell cycle and proliferation
gi|379081099|gb|JR978768.1| 	 2.29903	 developmental processes
gi|379081099|gb|JR978768.1| 	 2.29903	 other biological processes
gi|379081099|gb|JR978768.1| 	 2.29903	 protein metabolism
gi|379081099|gb|JR978768.1| 	 2.29903	 signal transduction
gi|379081100|gb|JR978769.1| 	 2.81476	 other biological processes
gi|379081100|gb|JR978769.1| 	 2.81476	 other metabolic processes
gi|379081104|gb|JR978773.1| 	 0.923498	 cell cycle and proliferation
gi|379081104|gb|JR978773.1| 	 0.923498	 cell organization and biogenesis
gi|379081104|gb|JR978773.1| 	 0.923498	 death
gi|379081104|gb|JR978773.1| 	 0.923498	 developmental processes
gi|379081104|gb|JR978773.1| 	 0.923498	 other metabolic processes
gi|379081104|gb|JR978773.1| 	 0.923498	 transport
gi|379081110|gb|JR978779.1| 	 2.3502	 death
gi|379081110|gb|JR978779.1| 	 2.3502	 other biological processes
gi|379081110|gb|JR978779.1| 	 2.3502	 other metabolic processes
gi|379081110|gb|JR978779.1| 	 2.3502	 protein metabolism
gi|379081110|gb|JR978779.1| 	 2.3502	 stress response
gi|379081122|gb|JR978791.1| 	 0.776685	 DNA metabolism
gi|379081122|gb|JR978791.1| 	 0.776685	 stress response
gi|379081124|gb|JR978793.1| 	 0.64098	 protein metabolism
gi|379081125|gb|JR978794.1| 	 0.806921	 other biological processes
gi|379081126|gb|JR978795.1| 	 0.397385	 other metabolic processes
gi|379081127|gb|JR978796.1| 	 0.23994	 other biological processes
gi|379081128|gb|JR978797.1| 	 0.119879	 protein metabolism
gi|379081129|gb|JR978798.1| 	 0.562783	 cell cycle and proliferation
gi|379081129|gb|JR978798.1| 	 0.562783	 cell organization and biogenesis
gi|379081129|gb|JR978798.1| 	 0.562783	 other biological processes
gi|379081135|gb|JR978804.1| 	 1.31515	 signal transduction
gi|379081135|gb|JR978804.1| 	 1.31515	 transport
gi|379081136|gb|JR978805.1| 	 0.466846	 other biological processes
gi|379081139|gb|JR978808.1| 	 0.414802	 other metabolic processes
gi|379081141|gb|JR978810.1| 	 0.732219	 death
gi|379081141|gb|JR978810.1| 	 0.732219	 protein metabolism
gi|379081145|gb|JR978814.1| 	 0.254546	 other biological processes
gi|379081145|gb|JR978814.1| 	 0.254546	 other metabolic processes
gi|379081149|gb|JR978818.1| 	 1.07616	 RNA metabolism
gi|379081149|gb|JR978818.1| 	 1.07616	 cell-cell signaling
gi|379081149|gb|JR978818.1| 	 1.07616	 other biological processes
gi|379081149|gb|JR978818.1| 	 1.07616	 other metabolic processes
gi|379081151|gb|JR978820.1| 	 8.5188	 transport
gi|379081156|gb|JR978825.1| 	 2.30686	 other metabolic processes
gi|379081157|gb|JR978826.1| 	 4.91515	 cell cycle and proliferation
gi|379081157|gb|JR978826.1| 	 4.91515	 developmental processes
gi|379081157|gb|JR978826.1| 	 4.91515	 other biological processes
gi|379081157|gb|JR978826.1| 	 4.91515	 signal transduction
gi|379081157|gb|JR978826.1| 	 4.91515	 stress response
gi|379081157|gb|JR978826.1| 	 4.91515	 transport
gi|379081158|gb|JR978827.1| 	 0.42996	 other biological processes
gi|379081158|gb|JR978827.1| 	 0.42996	 other metabolic processes
gi|379081159|gb|JR978828.1| 	 1.75335	 developmental processes
gi|379081159|gb|JR978828.1| 	 1.75335	 other metabolic processes
gi|379081159|gb|JR978828.1| 	 1.75335	 protein metabolism
gi|379081159|gb|JR978828.1| 	 1.75335	 signal transduction
gi|379081163|gb|JR978832.1| 	 3.72513	 death
gi|379081171|gb|JR978840.1| 	 1.49216	 protein metabolism
gi|379081177|gb|JR978846.1| 	 0.655601	 RNA metabolism
gi|379081177|gb|JR978846.1| 	 0.655601	 other biological processes
gi|379081195|gb|JR978864.1| 	 0.793028	 RNA metabolism
gi|379081195|gb|JR978864.1| 	 0.793028	 cell organization and biogenesis
gi|379081198|gb|JR978867.1| 	 0.0864425	 other metabolic processes
gi|379081207|gb|JR978876.1| 	 0.273559	 other metabolic processes
gi|379081208|gb|JR978877.1| 	 0.186959	 other biological processes
gi|379081208|gb|JR978877.1| 	 0.186959	 protein metabolism
gi|379081214|gb|JR978883.1| 	 0.383972	 stress response
gi|379081225|gb|JR978894.1| 	 2.1478	 cell organization and biogenesis
gi|379081225|gb|JR978894.1| 	 2.1478	 developmental processes
gi|379081225|gb|JR978894.1| 	 2.1478	 other biological processes
gi|379081225|gb|JR978894.1| 	 2.1478	 other metabolic processes
gi|379081227|gb|JR978896.1| 	 1.01373	 developmental processes
gi|379081227|gb|JR978896.1| 	 1.01373	 other biological processes
gi|379081227|gb|JR978896.1| 	 1.01373	 signal transduction
gi|379081230|gb|JR978899.1| 	 0.104442	 other biological processes
gi|379081230|gb|JR978899.1| 	 0.104442	 transport
gi|379081236|gb|JR978905.1| 	 0.170808	 other biological processes
gi|379081236|gb|JR978905.1| 	 0.170808	 other metabolic processes
gi|379081236|gb|JR978905.1| 	 0.170808	 protein metabolism
gi|379081236|gb|JR978905.1| 	 0.170808	 signal transduction
gi|379081239|gb|JR978908.1| 	 0.160846	 other biological processes
gi|379081239|gb|JR978908.1| 	 0.160846	 other metabolic processes
gi|379081239|gb|JR978908.1| 	 0.160846	 transport
gi|379081244|gb|JR978913.1| 	 0.551186	 other biological processes
gi|379081245|gb|JR978914.1| 	 0.473118	 DNA metabolism
gi|379081245|gb|JR978914.1| 	 0.473118	 stress response
gi|379081246|gb|JR978915.1| 	 1.38729	 protein metabolism
gi|379081248|gb|JR978917.1| 	 0.834796	 cell organization and biogenesis
gi|379081249|gb|JR978918.1| 	 0.241601	 developmental processes
gi|379081251|gb|JR978920.1| 	 1.03834	 cell organization and biogenesis
gi|379081251|gb|JR978920.1| 	 1.03834	 developmental processes
gi|379081251|gb|JR978920.1| 	 1.03834	 other biological processes
gi|379081251|gb|JR978920.1| 	 1.03834	 other metabolic processes
gi|379081251|gb|JR978920.1| 	 1.03834	 protein metabolism
gi|379081251|gb|JR978920.1| 	 1.03834	 stress response
gi|379081254|gb|JR978923.1| 	 0.0409312	 cell organization and biogenesis
gi|379081254|gb|JR978923.1| 	 0.0409312	 developmental processes
gi|379081254|gb|JR978923.1| 	 0.0409312	 other biological processes
gi|379081254|gb|JR978923.1| 	 0.0409312	 other metabolic processes
gi|379081254|gb|JR978923.1| 	 0.0409312	 protein metabolism
gi|379081254|gb|JR978923.1| 	 0.0409312	 signal transduction
gi|379081254|gb|JR978923.1| 	 0.0409312	 stress response
gi|379081258|gb|JR978927.1| 	 0.0146576	 signal transduction
gi|379081259|gb|JR978928.1| 	 0.0665467	 other metabolic processes
gi|379081260|gb|JR978929.1| 	 0.0925785	 cell adhesion
gi|379081260|gb|JR978929.1| 	 0.0925785	 cell organization and biogenesis
gi|379081261|gb|JR978930.1| 	 0.160966	 cell cycle and proliferation
gi|379081261|gb|JR978930.1| 	 0.160966	 other metabolic processes
gi|379081261|gb|JR978930.1| 	 0.160966	 protein metabolism
gi|379081261|gb|JR978930.1| 	 0.160966	 signal transduction
gi|379081263|gb|JR978932.1| 	 0.292889	 RNA metabolism
gi|379081263|gb|JR978932.1| 	 0.292889	 cell organization and biogenesis
gi|379081263|gb|JR978932.1| 	 0.292889	 other biological processes
gi|379081263|gb|JR978932.1| 	 0.292889	 other metabolic processes
gi|379081265|gb|JR978934.1| 	 0.319414	 cell cycle and proliferation
gi|379081265|gb|JR978934.1| 	 0.319414	 protein metabolism
gi|379081265|gb|JR978934.1| 	 0.319414	 signal transduction
gi|379081265|gb|JR978934.1| 	 0.319414	 stress response
gi|379081265|gb|JR978934.1| 	 0.319414	 transport
gi|379081268|gb|JR978937.1| 	 0.451745	 other metabolic processes
gi|379081269|gb|JR978938.1| 	 0.109561	 developmental processes
gi|379081269|gb|JR978938.1| 	 0.109561	 other metabolic processes
gi|379081278|gb|JR978947.1| 	 1.97994	 cell organization and biogenesis
gi|379081278|gb|JR978947.1| 	 1.97994	 protein metabolism
gi|379081279|gb|JR978948.1| 	 1.50441	 developmental processes
gi|379081279|gb|JR978948.1| 	 1.50441	 other biological processes
gi|379081281|gb|JR978950.1| 	 9.77033	 cell cycle and proliferation
gi|379081281|gb|JR978950.1| 	 9.77033	 cell organization and biogenesis
gi|379081281|gb|JR978950.1| 	 9.77033	 other biological processes
gi|379081285|gb|JR978954.1| 	 1.21747	 DNA metabolism
gi|379081285|gb|JR978954.1| 	 1.21747	 cell organization and biogenesis
gi|379081285|gb|JR978954.1| 	 1.21747	 cell-cell signaling
gi|379081285|gb|JR978954.1| 	 1.21747	 death
gi|379081285|gb|JR978954.1| 	 1.21747	 developmental processes
gi|379081285|gb|JR978954.1| 	 1.21747	 protein metabolism
gi|379081285|gb|JR978954.1| 	 1.21747	 stress response
gi|379081287|gb|JR978956.1| 	 8.65991	 protein metabolism
gi|379081289|gb|JR978958.1| 	 2.26006	 developmental processes
gi|379081290|gb|JR978959.1| 	 0.224003	 cell adhesion
gi|379081290|gb|JR978959.1| 	 0.224003	 developmental processes
gi|379081291|gb|JR978960.1| 	 0.561982	 RNA metabolism
gi|379081291|gb|JR978960.1| 	 0.561982	 cell cycle and proliferation
gi|379081291|gb|JR978960.1| 	 0.561982	 developmental processes
gi|379081291|gb|JR978960.1| 	 0.561982	 other biological processes
gi|379081291|gb|JR978960.1| 	 0.561982	 protein metabolism
gi|379081291|gb|JR978960.1| 	 0.561982	 signal transduction
gi|379081295|gb|JR978964.1| 	 0.596576	 other biological processes
gi|379081295|gb|JR978964.1| 	 0.596576	 other metabolic processes
gi|379081295|gb|JR978964.1| 	 0.596576	 protein metabolism
gi|379081298|gb|JR978967.1| 	 0.472718	 transport
gi|379081300|gb|JR978969.1| 	 0.0724001	 transport
gi|379081301|gb|JR978970.1| 	 1.16495	 transport
gi|379081303|gb|JR978972.1| 	 0.547151	 signal transduction
gi|379081309|gb|JR978978.1| 	 0.641506	 other biological processes
gi|379081309|gb|JR978978.1| 	 0.641506	 protein metabolism
gi|379081310|gb|JR978979.1| 	 4.56986	 stress response
gi|379081312|gb|JR978981.1| 	 3.75539	 other biological processes
gi|379081314|gb|JR978983.1| 	 0.0439001	 protein metabolism
gi|379081315|gb|JR978984.1| 	 0.846899	 other biological processes
gi|379081317|gb|JR978986.1| 	 0.238171	 death
gi|379081317|gb|JR978986.1| 	 0.238171	 other biological processes
gi|379081317|gb|JR978986.1| 	 0.238171	 other metabolic processes
gi|379081317|gb|JR978986.1| 	 0.238171	 signal transduction
gi|379081317|gb|JR978986.1| 	 0.238171	 stress response
gi|379081317|gb|JR978986.1| 	 0.238171	 transport
gi|379081318|gb|JR978987.1| 	 0.00320962	 death
gi|379081319|gb|JR978988.1| 	 0.0067716	 cell organization and biogenesis
gi|379081320|gb|JR978989.1| 	 0.00653592	 transport
gi|379081321|gb|JR978990.1| 	 0.191689	 protein metabolism
gi|379081322|gb|JR978991.1| 	 0.158316	 signal transduction
gi|379081323|gb|JR978992.1| 	 0.0416312	 transport
gi|379081326|gb|JR978995.1| 	 0.509082	 death
gi|379081326|gb|JR978995.1| 	 0.509082	 protein metabolism
gi|379081327|gb|JR978996.1| 	 0.322494	 other biological processes
gi|379081329|gb|JR978998.1| 	 0.27224	 signal transduction
gi|379081330|gb|JR978999.1| 	 0.978633	 cell organization and biogenesis
gi|379081330|gb|JR978999.1| 	 0.978633	 death
gi|379081332|gb|JR979001.1| 	 1.00565	 RNA metabolism
gi|379081332|gb|JR979001.1| 	 1.00565	 cell cycle and proliferation
gi|379081332|gb|JR979001.1| 	 1.00565	 developmental processes
gi|379081332|gb|JR979001.1| 	 1.00565	 other biological processes
gi|379081332|gb|JR979001.1| 	 1.00565	 protein metabolism
gi|379081332|gb|JR979001.1| 	 1.00565	 stress response
gi|379081333|gb|JR979002.1| 	 2.18771	 other biological processes
gi|379081337|gb|JR979006.1| 	 0.154555	 signal transduction
gi|379081343|gb|JR979012.1| 	 2.13438	 RNA metabolism
gi|379081343|gb|JR979012.1| 	 2.13438	 cell cycle and proliferation
gi|379081343|gb|JR979012.1| 	 2.13438	 cell organization and biogenesis
gi|379081343|gb|JR979012.1| 	 2.13438	 developmental processes
gi|379081343|gb|JR979012.1| 	 2.13438	 transport
gi|379081345|gb|JR979014.1| 	 2.25823	 RNA metabolism
gi|379081345|gb|JR979014.1| 	 2.25823	 cell cycle and proliferation
gi|379081345|gb|JR979014.1| 	 2.25823	 cell organization and biogenesis
gi|379081345|gb|JR979014.1| 	 2.25823	 other biological processes
gi|379081345|gb|JR979014.1| 	 2.25823	 protein metabolism
gi|379081345|gb|JR979014.1| 	 2.25823	 transport
gi|379081347|gb|JR979016.1| 	 2.98206	 transport
gi|379081350|gb|JR979019.1| 	 1.02026	 other biological processes
gi|379081350|gb|JR979019.1| 	 1.02026	 other metabolic processes
gi|379081351|gb|JR979020.1| 	 1.07999	 RNA metabolism
gi|379081352|gb|JR979021.1| 	 0.402134	 RNA metabolism
gi|379081352|gb|JR979021.1| 	 0.402134	 cell organization and biogenesis
gi|379081352|gb|JR979021.1| 	 0.402134	 developmental processes
gi|379081352|gb|JR979021.1| 	 0.402134	 protein metabolism
gi|379081353|gb|JR979022.1| 	 1.33165	 other biological processes
gi|379081353|gb|JR979022.1| 	 1.33165	 transport
gi|379081355|gb|JR979024.1| 	 0.636279	 RNA metabolism
gi|379081355|gb|JR979024.1| 	 0.636279	 other metabolic processes
gi|379081358|gb|JR979027.1| 	 0.479325	 other metabolic processes
gi|379081358|gb|JR979027.1| 	 0.479325	 signal transduction
gi|379081359|gb|JR979028.1| 	 0.142896	 cell cycle and proliferation
gi|379081359|gb|JR979028.1| 	 0.142896	 cell organization and biogenesis
gi|379081359|gb|JR979028.1| 	 0.142896	 developmental processes
gi|379081359|gb|JR979028.1| 	 0.142896	 other biological processes
gi|379081360|gb|JR979029.1| 	 0.19948	 cell cycle and proliferation
gi|379081360|gb|JR979029.1| 	 0.19948	 other biological processes
gi|379081366|gb|JR979035.1| 	 0.0799707	 protein metabolism
gi|379081368|gb|JR979037.1| 	 0.0851899	 RNA metabolism
gi|379081368|gb|JR979037.1| 	 0.0851899	 developmental processes
gi|379081368|gb|JR979037.1| 	 0.0851899	 other biological processes
gi|379081377|gb|JR979046.1| 	 0.132174	 other biological processes
gi|379081377|gb|JR979046.1| 	 0.132174	 protein metabolism
gi|379081382|gb|JR979051.1| 	 0.466064	 DNA metabolism
gi|379081382|gb|JR979051.1| 	 0.466064	 other metabolic processes
gi|379081382|gb|JR979051.1| 	 0.466064	 stress response
gi|379081386|gb|JR979055.1| 	 0.439247	 cell organization and biogenesis
gi|379081386|gb|JR979055.1| 	 0.439247	 other biological processes
gi|379081386|gb|JR979055.1| 	 0.439247	 other metabolic processes
gi|379081389|gb|JR979058.1| 	 0.0990419	 RNA metabolism
gi|379081389|gb|JR979058.1| 	 0.0990419	 other metabolic processes
gi|379081390|gb|JR979059.1| 	 3.18701	 cell organization and biogenesis
